iter	Logloss
155	0.4762614246
156	0.476102216
157	0.4760268427
158	0.4759261883
159	0.4758468452
160	0.475655095
161	0.475410641
162	0.4752966147
163	0.4750326252
164	0.4748887212
165	0.4747131113
166	0.4746078602
167	0.4744803576
168	0.4742926294
169	0.4741755213
170	0.4740864628
171	0.4738868253
172	0.4738076389
173	0.473662429
174	0.4735246886
175	0.473404342
176	0.4732936587
177	0.4731562316
178	0.4729817708
179	0.4728032881
180	0.4727167367
181	0.4726071503
182	0.4724509713
183	0.4723587787
184	0.472199309
185	0.4720831411
186	0.4720235946
187	0.4718901896
188	0.471736779
189	0.4715780406
190	0.4714548734
191	0.4713421529
192	0.4712565418
193	0.4711443436
194	0.4710278101
195	0.470885682
196	0.470826919
197	0.4706155812
198	0.4704026764
199	0.4702574665
200	0.4701491859
201	0.4700760586
202	0.469895382
203	0.469683104
204	0.469616506
205	0.4695461993
206	0.4694896824
207	0.469391065
208	0.469238438
209	0.4690944295
210	0.4689404443
211	0.468833783
212	0.468700848
213	0.4685997757
214	0.4684779143
215	0.4682988047
216	0.4682091193
217	0.4680692896
218	0.4679055889
219	0.4677285165
220	0.4676582098
221	0.4675010906
222	0.4673660664
223	0.4673038037
224	0.4672244606
225	0.4671005099
226	0.4669632918
227	0.4668729274
228	0.4667617217
229	0.4666415318
230	0.4665416608
231	0.4664528634
232	0.4662815367
233	0.4661997386
234	0.466097935
235	0.4660473204
236	0.4659552846
237	0.4658675318
238	0.4656570297
239	0.4655595615
240	0.4654395283
241	0.4652811033
242	0.4651426316
243	0.4649998767
244	0.4648348703
245	0.4647784578
246	0.4645692093
247	0.464335411
248	0.4641918726
249	0.4640648401
250	0.4640004881
251	0.4639253759
252	0.4637487736
253	0.4635909231
254	0.4634473325
255	0.4634036651
256	0.4632509335
257	0.4630071063
258	0.4628542703
259	0.4628015142
260	0.4626656019
261	0.4624907755
262	0.4623487519
263	0.4622621483
264	0.4621386677
265	0.4620560339
266	0.4619062274
267	0.4618267276
268	0.4616851741
269	0.4615728715
270	0.4614251544
271	0.4613114938
272	0.4612232187
273	0.4611751636
274	0.4611273175
275	0.4610011207
276	0.4608469266
277	0.4606904343
278	0.4605936451
279	0.4604990498
280	0.4603582275
281	0.4602029888
282	0.4600949693
283	0.4599002419
284	0.4598243984
285	0.4597103721
286	0.4595953011
287	0.4594326974
288	0.4593284388
289	0.459227262
290	0.4591224288
291	0.4590208342
292	0.4589558554
293	0.4587835884
294	0.4587017903
295	0.458537254
296	0.4584143479
297	0.4582392603
298	0.4580992216
299	0.457975532
300	0.4578045709
301	0.457705379
302	0.4575267395
303	0.4574141235
304	0.457307201
305	0.4571783403
306	0.4570790439
307	0.4569442808
308	0.4568437308
309	0.4567828784
310	0.456645138
311	0.4565376931
312	0.4563465176
313	0.456247848
314	0.4560457555
315	0.4558833085
316	0.4557302636
317	0.455626684
318	0.4555273354
319	0.4553579413
320	0.4552881047
321	0.4551486406
322	0.4549958046
323	0.4548888298
324	0.4548210304
325	0.4547406949
326	0.4546434356
327	0.4545636746
328	0.4544591026
329	0.4543326447
330	0.4540843254
331	0.453882703
332	0.4537513873
333	0.4535504963
334	0.4534649374
335	0.4533805276
336	0.4532615391
337	0.4532022015
338	0.4530491566
339	0.4529033199
340	0.4527831822
341	0.4526336892
342	0.4525002842
343	0.4524665934
344	0.4523542908
345	0.4522906178
346	0.4521479674
347	0.4519972207
348	0.4517818087
349	0.4516944216
350	0.4515930881
351	0.4514906054
352	0.4513867647
353	0.4513028773
354	0.4511413705
355	0.4509762073
356	0.4507905685
357	0.4505890506
358	0.4504142242
359	0.4502250335
360	0.4501287667
361	0.4499836613
362	0.4498649862
363	0.4497137172
364	0.4495621348
365	0.449431237
366	0.4492288834
367	0.4491178866
368	0.4489956596
369	0.4487957087
370	0.4485924671
371	0.44846486
372	0.4483841066
373	0.4482198314
374	0.448082979
375	0.4478763944
376	0.4477515035
377	0.4475967348
378	0.4474897079
379	0.4474222218
380	0.4473029199
381	0.4472317775
382	0.4471841926
383	0.4469969345
384	0.446818504
385	0.4467106412
386	0.4466181352
387	0.4463891424
388	0.4461814609
389	0.44607668
390	0.445975451
391	0.4458227194
392	0.4457313626
393	0.4455078543
394	0.4454310707
395	0.4453373633
396	0.4452466855
397	0.4450306466
398	0.4449973215
399	0.444913643
400	0.4447723506
401	0.4445495214
402	0.4444034235
403	0.4443415265
404	0.4441809077
405	0.4440587851
406	0.4439096055
407	0.4438248823
408	0.4437131543
409	0.4435964641
410	0.4434449339
411	0.4432880237
412	0.443097266
413	0.4430361525
414	0.4429254691
415	0.4427084378
416	0.4425702795
417	0.4424360909
418	0.4422793374
419	0.4420710291
420	0.441943631
421	0.4417363152
422	0.4415809719
423	0.441394863
424	0.4413069014
425	0.4411654523
426	0.441129411
427	0.4410366439
428	0.4409887977
429	0.44092361
430	0.4407828922
431	0.4407148839
432	0.440681611
433	0.440490801
434	0.4403758867
435	0.4402673972
436	0.4400184511
437	0.4398174033
438	0.4396624779
439	0.4395547719
440	0.4393266671
441	0.4391054048
442	0.4389726788
443	0.4388218277
444	0.4387637437
445	0.4385496898
446	0.4383634764
447	0.438237802
448	0.4381277976
449	0.4379830056
450	0.4378429147
451	0.4376489968
452	0.4375430406
453	0.4374765209
454	0.4373910926
455	0.4371820531
456	0.4369146684
457	0.4367830916
458	0.4366561635
459	0.4365524272
460	0.4364459226
461	0.4364040833
462	0.4361967153
463	0.4361263825
464	0.4359216
465	0.4357936273
466	0.4357409234
467	0.4355269478
468	0.4354361655
469	0.4352377817
470	0.4351986586
471	0.435063112
472	0.4349516451
473	0.4349409894
474	0.4348596614
475	0.4347647266
476	0.4346497601
477	0.4345566273
478	0.4344691357
479	0.4342357291
480	0.4341146512
481	0.4339451788
482	0.4338508968
483	0.4337035715
484	0.4336462972
485	0.4335132055
486	0.433380584
487	0.4331722496
488	0.4329853311
489	0.43297034
490	0.4327962187
491	0.4327220207
492	0.4325210251
493	0.4323535114
494	0.4322751086
495	0.4320769075
496	0.4320684718
497	0.431955229
498	0.4319027863
499	0.4317878459
500	0.4317144052
501	0.4315858057
502	0.4314462632
503	0.4312945502
504	0.4311795575
505	0.4310013359
506	0.4307534867
507	0.4305762575
508	0.4304303686
509	0.4304057404
510	0.430401849
511	0.4303330049
512	0.4300315638
513	0.4299969851
514	0.4298380638
515	0.4298301504
516	0.4297258135
517	0.4295918861
518	0.4294218129
519	0.4291564393
520	0.4290924529
521	0.4289638534
522	0.4288729144
523	0.4287488592
524	0.4285550197
525	0.4283551733
526	0.4281875552
527	0.4279143464
528	0.4277472506
529	0.4276737838
530	0.4274786124
531	0.4273619482
532	0.4272545034
533	0.4270121909
534	0.4268749206
535	0.4267515967
536	0.4264907151
537	0.4262783065
538	0.4261526321
539	0.4260734457
540	0.4258734948
541	0.4258476914
542	0.4257320458
543	0.4255058213
544	0.4254737498
545	0.4252972519
546	0.425140629
547	0.4249047935
548	0.4247072715
549	0.4246174033
550	0.4244772863
551	0.4243028255
552	0.4242475099
553	0.4240996361
554	0.4239410022
555	0.4237158746
556	0.4235826524
557	0.4234457216
558	0.4232884457
559	0.4231604208
560	0.4231568689
561	0.423034015
562	0.4229032217
563	0.4227069011
564	0.4225172142
565	0.4223820854
566	0.4221713744
567	0.4219023705
568	0.4217701407
569	0.4215984744
570	0.4214340164
571	0.4213495544
572	0.4212264133
573	0.4211319224
574	0.420940564
575	0.4207662338
576	0.4206355972
577	0.4203826291
578	0.4203039911
579	0.4200897543
580	0.4199713404
581	0.4199153719
582	0.4198041662
583	0.4196747832
584	0.4196674443
585	0.4195774194
586	0.4194811004
587	0.4192855894
588	0.4191535163
589	0.419074121
590	0.4188859227
591	0.418716607
592	0.4186866509
593	0.4185480486
594	0.4183093403
595	0.4182046638
596	0.4180417728
597	0.4179244558
598	0.4178238535
599	0.4178037435
600	0.4177475922
601	0.4176819344
602	0.4175011272
603	0.4173126417
604	0.4171788187
605	0.4169081434
606	0.4168000456
607	0.4167814765
608	0.4166396879
609	0.4166320096
610	0.4165053688
611	0.4164171982
612	0.416351018
613	0.4161878397
614	0.4160452415
615	0.4159413486
616	0.4157360176
617	0.4156193796
618	0.4155715858
619	0.4153461448
620	0.4152695962
621	0.4152686038
622	0.4151038324
623	0.4150483601
624	0.4148980313
625	0.4146767691
626	0.4145827222
627	0.4143891177
628	0.4141837346
629	0.4140558402
630	0.4138937066
631	0.4137095826
632	0.4135673239
633	0.4134162638
634	0.4133899641
635	0.4131963336
636	0.4130787554
637	0.4128955454
638	0.4127829555
639	0.4127021238
640	0.4126816481
641	0.4125394156
642	0.4124481632
643	0.4123871281
644	0.4122200061
645	0.4121057186
646	0.4119320414
647	0.4117770638
648	0.4116157137
649	0.4115059966
650	0.4113836129
651	0.411293797
652	0.411208682
653	0.4109306156
654	0.4109140575
655	0.410776082
656	0.410728941
657	0.4105822164
658	0.4104566464
659	0.4102810887
660	0.4100851337
661	0.4098015305
662	0.4096493735
663	0.4095071932
664	0.4094065649
665	0.4094031958
666	0.4092583516
667	0.4090007346
668	0.4088369818
669	0.4087905459
670	0.4086419148
671	0.4085224561
672	0.4084166566
673	0.4082970413
674	0.4082651265
675	0.408149272
676	0.4079498696
677	0.4079162572
678	0.4078799286
679	0.4077134334
680	0.4075620077
681	0.4075576985
682	0.4074191484
683	0.4073554232
684	0.4072133735
685	0.4070676151
686	0.4069395902
687	0.4068224821
688	0.4066893904
689	0.4065850535
690	0.4065221118
691	0.4063718091
692	0.4062041388
693	0.4060364161
694	0.4059960133
695	0.4059728999
696	0.4058200639
697	0.4056088827
698	0.4054526777
699	0.4051532215
700	0.4050480749
701	0.404880953
702	0.4047767205
703	0.4046537883
704	0.4044736341
705	0.4043671555
706	0.4041101915
707	0.4040401722
708	0.4039153073
709	0.4038471162
710	0.403781615
711	0.403700731
712	0.4035536146
713	0.4034885313
714	0.4033402136
715	0.4032245158
716	0.403143449
717	0.4029635298
718	0.4027874758
719	0.4026495526
720	0.4025915992
721	0.4024216828
722	0.4021619243
723	0.4019692339
724	0.4018094508
725	0.4017377077
726	0.401646377
727	0.4015249596
728	0.4013776865
729	0.4013010334
730	0.4011743927
731	0.4010936393
732	0.4010894606
733	0.4010282948
734	0.4008269337
735	0.4006953568
736	0.4005520796
737	0.4004936039
738	0.4004734155
739	0.400292086
740	0.4002041766
741	0.4000993173
742	0.3999856305
743	0.3998773238
744	0.3997488809
745	0.3995877398
746	0.3994888351
747	0.39937238
748	0.3992285543
749	0.3991143713
750	0.3988365399
751	0.3986881437
752	0.3985966041
753	0.3985552349
754	0.3984410519
755	0.3983246228
756	0.398149927
757	0.3980007212
758	0.397878442
759	0.3977095441
760	0.3975438325
761	0.3974253924
762	0.3973200108
763	0.3971999254
764	0.3971174483
765	0.3970094811
766	0.3968378409
767	0.3966723382
768	0.3964935681
769	0.3964378608
770	0.3962647842
771	0.3960891221
772	0.3959779164
773	0.3958251587
774	0.3956832657
775	0.3955398057
776	0.3953735456
777	0.3952438753
778	0.3950859726
779	0.3949309167
780	0.3947821288
781	0.3946226069
782	0.3944365241
783	0.3943227328
784	0.3941965883
785	0.3940457371
786	0.3938874688
787	0.3937985931
788	0.3936601475
789	0.3935396964
790	0.393480385
791	0.3933496438
792	0.3933163448
793	0.3931191362
794	0.3929194988
795	0.3928136993
796	0.3926746008
797	0.392635556
798	0.3925986529
799	0.3925601566
800	0.3924127268
801	0.3923426291
802	0.3921932927
803	0.3920099261
804	0.3919298517
805	0.3918230859
806	0.3916008312
807	0.3914567705
808	0.3913140678
809	0.3912148498
810	0.3910276701
811	0.3909831669
812	0.3908808671
813	0.390736728
814	0.390649132
815	0.3906398605
816	0.3904496512
817	0.3902505622
818	0.3901910941
819	0.3900546595
820	0.3899070208
821	0.3897472116
822	0.389657944
823	0.3895254792
824	0.389369457
825	0.3891834003
826	0.3890874468
827	0.3889983883
828	0.3888620059
829	0.3887737831
830	0.3886271629
831	0.3885644563
832	0.3884640107
833	0.3883457796
834	0.3883037836
835	0.3881587566
836	0.3880885805
837	0.3880093941
838	0.3879388786
839	0.3878673705
840	0.3878047684
841	0.3877176947
842	0.3874863513
843	0.3872854341
844	0.3871293596
845	0.386976837
846	0.3869188576
847	0.3867748752
848	0.3866757355
849	0.3865676899
850	0.3863846106
851	0.3862989995
852	0.3861367091
853	0.3859685164
854	0.3858769506
855	0.3857369119
856	0.3856818575
857	0.3855732635
858	0.385468796
859	0.3853744879
860	0.3853395174
861	0.3852184656
862	0.3851661013
863	0.3851595721
864	0.3849976735
865	0.3848229254
866	0.3847650243
867	0.3847605322
868	0.3847377322
869	0.3845432659
870	0.3844825702
871	0.3843729577
872	0.3841992804
873	0.3840487688
874	0.3839139273
875	0.3836805207
876	0.3836046773
877	0.3834895802
878	0.3833760501
879	0.3832347317
880	0.3831103108
881	0.3829502404
882	0.3827894127
883	0.3825874769
884	0.3824628994
885	0.382371647
886	0.3822789843
887	0.3822260715
888	0.3821568618
889	0.3820251543
890	0.3819103706
891	0.3817813532
892	0.3815679783
893	0.3814573472
894	0.3813791532
895	0.3813172823
896	0.3811724903
897	0.3810744737
898	0.3809420611
899	0.3807731893
900	0.3806238529
901	0.380523773
902	0.3804266444
903	0.3803693962
904	0.3802166646
905	0.3801528088
906	0.3801444776
907	0.3800168705
908	0.3799171562
909	0.379829064
910	0.3797280438
911	0.3796058168
912	0.3794530331
913	0.3792703194
914	0.3791644676
915	0.3790078447
916	0.3788515874
917	0.3786321272
918	0.3786169794
919	0.3784806493
920	0.3783706972
921	0.3782277073
922	0.3781323284
923	0.3779262923
924	0.3778517025
925	0.3777277518
926	0.3776698506
927	0.377566245
928	0.3773970598
929	0.377315549
930	0.3771926952
931	0.3770956448
932	0.3769483195
933	0.3769440102
934	0.3768116237
935	0.3767169239
936	0.3766729431
937	0.3766051959
938	0.3765506638
939	0.3764034691
940	0.3762629602
941	0.3761820501
942	0.3761336817
943	0.3760315908
944	0.3759858079
945	0.3758168316
946	0.375699149
947	0.375601733
948	0.3755563941
949	0.375502515
950	0.3754164859
951	0.3752919345
952	0.3751515824
953	0.375148135
954	0.3750389664
955	0.3750359891
956	0.3749097923
957	0.3747517851
958	0.3746530633
959	0.3744777146
960	0.3743464772
961	0.3742203327
962	0.374064885
963	0.3740143488
964	0.3738500214
965	0.3738238523
966	0.3736934507
967	0.3735012827
968	0.3733441635
969	0.3731588903
970	0.3730367416
971	0.3728589379
972	0.3727567948
973	0.3726263671
974	0.3724887572
975	0.3724442279
976	0.3724075337
977	0.3722638386
978	0.3721024885
979	0.3720202726
980	0.371803189
981	0.371642518
982	0.3715803598
983	0.3715117507
984	0.3714915101
985	0.3713596199
986	0.3711437377
987	0.3710191602
988	0.370825843
989	0.3707023102
990	0.3706125725
991	0.3705725354
992	0.3704063536
993	0.3702740455
994	0.3702309788
995	0.3700844892
996	0.3700101344
997	0.3698986414
998	0.3697706165
999	0.36964092
